Issue ID,Request,labels
IPC203015,The external links in the footer does not retain state after refresh.,1
IPC203016,"Please add a client testimonial video module, in response to user research.",1
IPC203017,Please align better with our brand voice in the homepage hero title — it currently duplicates info from another section.,1
IPC203018,The image usage on About page should use more consistent iconography.,1
IPC203019,"We'd like to change the font used in the main navigation, since we've received new internal feedback.",1
IPC20302,"We'd like to change the menu order on tablet, due to a late change from our leadership team.",1
IPC203020,The dropdown appearance has poor contrast ratios.,0
IPC203021,The padding on Services section [195] feels too heavy visually.,0
IPC203022,The imagery used in the mission statement [456] should be redesigned for better readability.,1
IPC203023,"Please update to reflect our new tone the homepage hero title — let's remove the term 'innovative', it's overused.",1
IPC203024,The button hierarchy has poor contrast ratios.,0
IPC203025,The accessibility of font choices [402] doesn't reflect our updated brand values.,0
IPC203026,The design of the lead capture form makes the user journey feel fragmented.,1
IPC203027,The color palette [13] doesn't clearly highlight key messages.,0
IPC203028,Can you preload every page in advance to reduce wait time? (ref 4585),1
IPC203029,Please emphasize benefits over features the form confirmation message — it currently duplicates info from another section.,1
IPC20303,Please enhance the engagement of the footer legal copy — we want it to sound more personal and direct.,2
IPC203030,Please rewrite for clarity the main navigation labels — mobile users are dropping off early on this section.,1
IPC203031,"We'd like to change the label of the primary CTA, to accommodate new messaging.",1
IPC203032,"We'd like to change the sequence of steps in the signup flow, as we think it now fits better with our narrative.",2
IPC203033,The design of the lead capture form doesn’t respect the established grid system.,0
IPC203034,The tooltip styling doesn’t feel premium enough for our brand.,0
IPC203035,"We'd like to change the order of the sections on the homepage, based on the latest wireframes.",1
IPC203036,The imagery used in the mission statement doesn’t respect the established grid system.,0
IPC203037,Please rewrite for clarity the Testimonials section intro — it currently duplicates info from another section.,0
IPC203038,Please change wording in the feature highlights under 'Why Choose Us' — let's test a variation with a stronger call-to-action.,1
IPC203039,Please optimize for SEO the newsletter signup copy — consider phrasing that implies urgency.,1
IPC20304,"Please revise the value proposition in the banner — let's remove the term 'innovative', it's overused.",0
IPC203040,The color palette [24] fails to build enough trust.,0
IPC203041,"We'd like to change the form input label positioning, following feedback from the partner agency.",1
IPC203042,Please rewrite for clarity the Testimonials section intro — use simpler language for broader understanding.,1
IPC203043,Please change wording in the Services overview paragraph — let's test a variation with a stronger call-to-action.,1
IPC203044,The spacing in the FAQ module isn't engaging enough visually.,0
IPC203045,The dropdown appearance doesn't align with our brand guidelines.,0
IPC203046,Please remove all mentions of our old partner from past blog posts. (ref 5009),1
IPC203047,"We'd like to change the design of the newsletter popup, due to user feedback we just received.",1
IPC203048,"Please rewrite for clarity the Testimonials section intro — let's remove the term 'innovative', it's overused.",0
IPC203049,The design consistency across subpages introduces unnecessary complexity.,0
IPC20305,"We'd like to change the imagery used in the About Us section, in preparation for launch event.",1
IPC203050,"We'd like to change the testimonial image alignment, in preparation for launch event.",1
IPC203051,Please refocus the message in the About section intro — it should mention our core differentiator earlier.,1
IPC203052,The spacing in the FAQ module detracts from the core messaging.,0
IPC203053,"We'd like to change the hover behavior of the CTA buttons, in preparation for launch event.",1
IPC203054,The visual hierarchy on homepage [242] doesn't reflect our updated brand values.,0
IPC203055,"Please make shorter for mobile the value proposition in the banner — let's remove the term 'innovative', it's overused.",1
IPC203056,Please emphasize benefits over features the footer legal copy — current phrasing doesn't perform well in tests.,0
IPC203057,"We'd like to change the design of the newsletter popup, to reflect updated copy direction.",1
IPC203058,The typographic treatment of headers doesn't align with our brand guidelines.,0
IPC203059,The lazy loading for images shows incorrect content on reload.,0
IPC20306,"We'd like to change the background image on the hero banner, after validating new layout in prototype testing.",1
IPC203060,The color palette [26] leads to visual fatigue.,0
IPC203061,"We'd like to change the order of the sections on the homepage, as it no longer matches our tone.",0
IPC203062,The padding on Services section makes the page feel too dense.,0
IPC203063,Please highlight user value in the About section intro — mobile users are dropping off early on this section.,1
IPC203064,Please replace jargon in the homepage hero title — align this with what we say in the sales deck.,1
IPC203065,The padding on Services section fails to direct the user’s attention properly.,0
IPC203066,Please highlight user value in the Services overview paragraph — the tone should feel more confident and less promotional.,2
IPC203067,The design of the loading animation [747] undermines trust due to visual inconsistency.,0
IPC203068,The accessibility of font choices is not accessible for users with visual impairments.,0
IPC203069,Please emphasize benefits over features the homepage hero title — current phrasing doesn't perform well in tests.,0
IPC20307,The style of secondary buttons doesn't reflect our updated brand values.,0
IPC203070,"Please remove buzzwords from the footer legal copy — let's remove the term 'innovative', it's overused.",0
IPC203071,Please simplify the main navigation labels — we want it to sound more personal and direct.,1
IPC203072,The divider lines between sections undermines trust due to visual inconsistency.,0
IPC203073,The visual hierarchy on homepage [246] detracts from the core messaging.,0
IPC203074,The design consistency across subpages [1022] pushes the main CTA too far down the page.,0
IPC203075,The imagery used in the mission statement [478] pushes the main CTA too far down the page.,0
IPC203076,The design of the loading animation [759] makes the user journey feel fragmented.,1
IPC203077,Please replace jargon in the SEO meta description — the tone should feel more confident and less promotional.,1
IPC203078,"We'd like to change the background image on the hero banner, to accommodate new messaging.",1
IPC203079,"We'd like to change the testimonial image alignment, even if it wasn't part of the original scope.",1
IPC20308,Please align better with our brand voice in the feature highlights under 'Why Choose Us' — let's test a variation with a stronger call-to-action.,2
IPC203080,The design of the loading animation [740] feels disconnected from the rest of the site.,0
IPC203081,"We'd like to change the mobile header layout, to reflect updated copy direction.",1
IPC203082,"We'd like to change the structure of the Resources section, even if the old version was signed off.",1
IPC203083,Please rewrite for clarity the form confirmation message — the tone should feel more confident and less promotional.,1
IPC203084,Please remove buzzwords from the footer legal copy — let's test a variation with a stronger call-to-action.,1
IPC203085,Please implement user-generated content with full moderation tools. (ref 6685),1
IPC203086,Please revise the blog post summaries — aim for clarity over cleverness.,1
IPC203087,The structure of content in modals feels disconnected from the rest of the site.,0
IPC203088,The spacing around section titles [653] doesn't clearly highlight key messages.,0
IPC203089,"We'd like to change the positioning of the testimonial module, after review with UX team.",1
IPC20309,"We'd like to change the visual arrangement of the contact form, as requested by new leadership.",1
IPC203090,Please remove buzzwords from the Services overview paragraph — we want it to sound more personal and direct.,1
IPC203091,The filter tags on the blog fails silently without user feedback.,0
IPC203092,The style of secondary buttons [571] creates cognitive overload.,1
IPC203093,Please align better with our brand voice in the SEO meta description — aim for clarity over cleverness.,2
IPC203094,The illustration on the homepage [593] makes the page feel too dense.,0
IPC203095,Please refocus the message in the footer legal copy — consider phrasing that implies urgency.,1
IPC203096,Please align better with our brand voice in the ‘Contact Us’ headline — the tone should feel more confident and less promotional.,2
IPC203097,The spacing in the FAQ module [289] fails to direct the user’s attention properly.,0
IPC203098,Please make shorter for mobile the form confirmation message — let's test a variation with a stronger call-to-action.,1
IPC203099,"We'd like to change the spacing within comparison tables, to accommodate new messaging.",1
IPC20401,"We'd like to change the animation speed on scroll, because our marketing direction has shifted slightly.",1
IPC204010,Please emphasize benefits over features the tagline in the hero section — align this with what we say in the sales deck.,1
IPC2040100,Please change wording in the CTA button label — let's test a variation with a stronger call-to-action.,1
IPC204011,Please make more actionable the form confirmation message — use simpler language for broader understanding.,1
IPC204012,Please make shorter for mobile the Careers page intro — we want it to sound more personal and direct.,1
IPC204013,The captcha validation shows incorrect content on reload.,0
IPC204014,Please align better with our brand voice in the blog post summaries — it currently duplicates info from another section.,1
IPC204015,The color usage in the footer [705] fails to direct the user’s attention properly.,0
IPC204016,"We'd like to change the animation speed on scroll, to better align with current brand priorities.",1
IPC204017,Please simplify the feature highlights under 'Why Choose Us' — SEO team suggested including 'digital strategy'.,1
IPC204018,"We'd like to change the animation on page scroll, in preparation for launch event.",1
IPC204019,The color usage in the footer [707] feels too heavy visually.,0
IPC20402,The login form error handling doesn't meet accessibility requirements.,0
IPC204020,The typographic treatment of headers pushes the main CTA too far down the page.,0
IPC204021,The image usage on About page [164] feels disconnected from the rest of the site.,0
IPC204022,"We'd like to change the CTA icon placement, to improve visual storytelling.",1
IPC204023,Please remove buzzwords from the Services overview paragraph — mobile users are dropping off early on this section.,0
IPC204024,"We'd like to change the title of the Careers section, to accommodate new messaging.",1
IPC204025,The imagery used in the mission statement looks outdated compared to competitors.,0
IPC204026,Please highlight user value in the homepage hero title — align this with what we say in the sales deck.,2
IPC204027,Please refocus the message in the About section intro — the current version feels too generic.,0
IPC204028,Please rewrite for clarity the ‘Contact Us’ headline — current phrasing doesn't perform well in tests.,0
IPC204029,Please rewrite for clarity the homepage hero title — mobile users are dropping off early on this section.,0
IPC20403,The headline alignment [360] should be redesigned for better readability.,1
IPC204030,The structure of content in modals leads to visual fatigue.,0
IPC204031,"We'd like to change the design of the newsletter popup, as it no longer matches our tone.",0
IPC204032,"We'd like to change the order of the sections on the homepage, due to a late change from our leadership team.",1
IPC204033,Please refocus the message in the footer legal copy — we're pivoting tone to be more conversational.,1
IPC204034,The illustration on the homepage creates cognitive overload.,0
IPC204035,Please revise the Testimonials section intro — the current version feels too generic.,0
IPC204036,The typography scale lacks visual appeal.,0
IPC204037,Please revise the ‘Contact Us’ headline — let's test a variation with a stronger call-to-action.,1
IPC204038,The visual hierarchy on homepage fails to direct the user’s attention properly.,0
IPC204039,The typographic treatment of headers isn't engaging enough visually.,0
IPC20404,"Please change wording in the CTA button label — let's remove the term 'innovative', it's overused.",0
IPC204040,"We'd like to change the menu order on tablet, based on updated performance data.",1
IPC204041,"We'd like to change the structure of the Resources section, after review with UX team.",1
IPC204042,"We'd like to change the label of the primary CTA, even if it wasn't part of the original scope.",1
IPC204043,The design of the loading animation [757] creates confusion for users.,0
IPC204044,Please replace jargon in the Careers page intro — it currently duplicates info from another section.,0
IPC204045,Please change wording in the Testimonials section intro — the current version feels too generic.,0
IPC204046,The visual hierarchy on homepage makes the page feel too dense.,0
IPC204047,Please change wording in the Services overview paragraph — the tone should feel more confident and less promotional.,1
IPC204048,The headline alignment doesn’t respect the established grid system.,0
IPC204049,"Please refocus the message in the Services overview paragraph — let's remove the term 'innovative', it's overused.",0
IPC20405,Please align better with our brand voice in the feature highlights under 'Why Choose Us' — we want it to sound more personal and direct.,2
IPC204050,The design of the lead capture form creates cognitive overload.,1
IPC204051,The icon usage in contact section [917] creates confusion for users.,0
IPC204052,Please make shorter for mobile the Careers page intro — the current version feels too generic.,0
IPC204053,The color usage in the footer doesn’t feel premium enough for our brand.,0
IPC204054,"We'd like to change the label of the primary CTA, even though it was previously approved.",1
IPC204055,Please change wording in the Testimonials section intro — let's test a variation with a stronger call-to-action.,1
IPC204056,The imagery used in the mission statement isn't engaging enough visually.,0
IPC204057,Please emphasize benefits over features the SEO meta description — SEO team suggested including 'digital strategy'.,2
IPC204058,The imagery used in the mission statement [450] has poor contrast ratios.,0
IPC204059,"We'd like to change the form input label positioning, to reflect updated copy direction.",1
IPC20406,"Please add a pop-up alert for upcoming events, based on previous analytics review.",1
IPC204060,The structure of the newsletter popup [502] detracts from the core messaging.,0
IPC204061,Please rewrite for clarity the Testimonials section intro — we want it to sound more personal and direct.,1
IPC204062,The illustration on the homepage isn't engaging enough visually.,0
IPC204063,Please change wording in the tagline in the hero section — consider phrasing that implies urgency.,1
IPC204064,The form layout [102] is not accessible for users with visual impairments.,0
IPC204065,"We'd like to change the sequence of steps in the signup flow, as discussed in the latest alignment call.",1
IPC204066,Please make more actionable the blog post summaries — use simpler language for broader understanding.,2
IPC204067,Please update to reflect our new tone the form confirmation message — align this with what we say in the sales deck.,1
IPC204068,The submit button on the contact form doesn't reset fields correctly.,0
IPC204069,The design of the loading animation doesn't align with our brand guidelines.,0
IPC20407,The layout of the blog cards feels disconnected from the rest of the site.,0
IPC204070,The style of secondary buttons is not accessible for users with visual impairments.,0
IPC204071,The tooltip styling [786] doesn't reflect our updated brand values.,0
IPC204072,"Please refocus the message in the newsletter signup copy — let's remove the term 'innovative', it's overused.",0
IPC204073,"We'd like to change the order of the sections on the homepage, although we approved this layout before.",1
IPC204074,Please make more actionable the About section intro — consider phrasing that implies urgency.,1
IPC204075,Please make shorter for mobile the footer legal copy — it should mention our core differentiator earlier.,1
IPC204076,Please simplify the Services overview paragraph — align this with what we say in the sales deck.,1
IPC204077,Please change wording in the form confirmation message — we're pivoting tone to be more conversational.,1
IPC204078,The structure of the newsletter popup feels too heavy visually.,0
IPC204079,"We'd like to change the visual arrangement of the contact form, due to user feedback we just received.",1
IPC20408,The visual hierarchy on homepage [248] fails to build enough trust.,0
IPC204080,The contrast levels in the hero section makes the page feel too dense.,0
IPC204081,Please emphasize benefits over features the value proposition in the banner — use simpler language for broader understanding.,2
IPC204082,Let’s reintroduce the old version of the homepage from 2022. (ref 4679),1
IPC204083,"We'd like to change the animation on page scroll, following our recent strategy update.",1
IPC204084,Please rewrite for clarity the homepage hero title — aim for clarity over cleverness.,1
IPC204085,Please make more actionable the value proposition in the banner — align this with what we say in the sales deck.,1
IPC204086,"We'd like to change the hover color of service cards, because the flow now feels disjointed.",1
IPC204087,Please simplify the tagline in the hero section — we want it to sound more personal and direct.,1
IPC204088,The style of secondary buttons should be redesigned for better readability.,1
IPC204089,Please simplify the form confirmation message — SEO team suggested including 'digital strategy'.,1
IPC20409,Please make more actionable the Careers page intro — use simpler language for broader understanding.,2
IPC204090,The logo size makes the user journey feel fragmented.,1
IPC204091,"Please add a product selector quiz, in response to user research.",1
IPC204092,The headline alignment [367] doesn’t respect the established grid system.,0
IPC204093,"Please add a integrated partner map, following competitor benchmarking.",1
IPC204094,The design consistency across subpages [1008] introduces unnecessary complexity.,0
IPC204095,The design of the call-to-action strip creates cognitive overload.,0
IPC204096,"We'd like to change the structure of the Resources section, for alignment with latest design tokens.",1
IPC204097,"Please add a user account dashboard, to provide richer insights.",1
IPC204098,Please make more actionable the main navigation labels — it currently duplicates info from another section.,0
IPC204099,Please make more actionable the footer legal copy — SEO team suggested including 'digital strategy'.,1
IPC20501,Please optimize for SEO the ‘Contact Us’ headline — consider phrasing that implies urgency.,1
IPC205010,The icon usage in contact section doesn't clearly highlight key messages.,0
IPC2050100,"Please refocus the message in the About section intro — let's remove the term 'innovative', it's overused.",0
IPC205011,The typography scale doesn’t pass accessibility color tests.,0
IPC205012,Please revise the form confirmation message — we're pivoting tone to be more conversational.,1
IPC205013,The illustration on the homepage is not accessible for users with visual impairments.,0
IPC205014,The spacing in the FAQ module doesn't clearly highlight key messages.,0
IPC205015,The icon usage in contact section undermines trust due to visual inconsistency.,0
IPC205016,Please emphasize benefits over features the newsletter signup copy — it should mention our core differentiator earlier.,2
IPC205017,The spacing around section titles [644] feels disconnected from the rest of the site.,0
IPC205018,"Please align better with our brand voice in the blog post summaries — let's remove the term 'innovative', it's overused.",1
IPC205019,The accessibility of font choices [401] makes the page feel too dense.,0
IPC20502,"We'd like to change the CTA icon placement, due to user feedback we just received.",1
IPC205020,Please change wording in the blog post summaries — it should mention our core differentiator earlier.,1
IPC205021,"We'd like to change the visual order of callouts, to reflect updated copy direction.",1
IPC205022,Please revise the feature highlights under 'Why Choose Us' — it currently duplicates info from another section.,0
IPC205023,The icon usage in contact section doesn’t feel premium enough for our brand.,0
IPC205024,Please optimize for SEO the tagline in the hero section — align this with what we say in the sales deck.,1
IPC205025,Let’s add a music player that auto-plays when users land. (ref 4131),1
IPC205026,Please highlight user value in the Careers page intro — use simpler language for broader understanding.,2
IPC205027,The logo size doesn't align with our brand guidelines.,0
IPC205028,Replace all button icons with emojis. (ref 4122),1
IPC205029,Please remove buzzwords from the form confirmation message — align this with what we say in the sales deck.,1
IPC20503,The imagery used in the mission statement needs clearer visual structure.,1
IPC205030,"We'd like to change the positioning of the testimonial module, after reevaluating user flows.",1
IPC205031,The button hierarchy [144] introduces unnecessary complexity.,0
IPC205032,"Please replace jargon in the footer legal copy — let's remove the term 'innovative', it's overused.",0
IPC205033,The dropdown appearance [881] makes the page feel too dense.,0
IPC205034,The logo size [76] lacks visual appeal.,0
IPC205035,Please refocus the message in the footer legal copy — the current version feels too generic.,0
IPC205036,Please remove buzzwords from the CTA button label — we're pivoting tone to be more conversational.,1
IPC205037,Please enhance the engagement of the About section intro — current phrasing doesn't perform well in tests.,0
IPC205038,The form layout [108] lacks visual appeal.,0
IPC205039,Please enhance the engagement of the form confirmation message — the tone should feel more confident and less promotional.,2
IPC20504,The icon usage in contact section [916] could benefit from a cleaner aesthetic.,2
IPC205040,Please make more actionable the homepage hero title — we're pivoting tone to be more conversational.,2
IPC205041,"We'd like to change the table layout on Plans page, following our recent strategy update.",1
IPC205042,The divider lines between sections [948] could benefit from a cleaner aesthetic.,1
IPC205043,"We'd like to change the visual arrangement of the contact form, following our recent strategy update.",1
IPC205044,"We'd like to change the download link style in resource hub, in light of the new campaign assets.",1
IPC205045,Please simplify the form confirmation message — it should mention our core differentiator earlier.,1
IPC205046,The dropdown appearance could benefit from a cleaner aesthetic.,1
IPC205047,The headline alignment [366] needs clearer visual structure.,1
IPC205048,The illustration on the homepage [602] leads to visual fatigue.,0
IPC205049,The visual hierarchy on homepage [229] should use more consistent iconography.,1
IPC20505,"We'd like to change the download link style in resource hub, even though it was previously approved.",1
IPC205050,Please make more actionable the main navigation labels — we want it to sound more personal and direct.,2
IPC205051,The tooltip styling fails to build enough trust.,0
IPC205052,Please change wording in the Testimonials section intro — current phrasing doesn't perform well in tests.,0
IPC205053,The form layout should use more consistent iconography.,1
IPC205054,The illustration on the homepage could benefit from a cleaner aesthetic.,2
IPC205055,Please change wording in the Services overview paragraph — consider phrasing that implies urgency.,1
IPC205056,The style of secondary buttons undermines trust due to visual inconsistency.,0
IPC205057,"Please simplify the feature highlights under 'Why Choose Us' — let's remove the term 'innovative', it's overused.",1
IPC205058,Please remove buzzwords from the ‘Contact Us’ headline — it currently duplicates info from another section.,0
IPC205059,The button hierarchy doesn’t pass accessibility color tests.,0
IPC20506,Please emphasize benefits over features the blog post summaries — we want it to sound more personal and direct.,2
IPC205060,"We'd like to change the table layout on Plans page, even if it wasn't part of the original scope.",1
IPC205061,Please emphasize benefits over features the main navigation labels — current phrasing doesn't perform well in tests.,0
IPC205062,Please optimize for SEO the homepage hero title — the tone should feel more confident and less promotional.,1
IPC205063,The design of the loading animation [741] should use more consistent iconography.,1
IPC205064,The icons in the Features section [431] doesn’t respect the established grid system.,0
IPC205065,Please remove buzzwords from the Services overview paragraph — align this with what we say in the sales deck.,1
IPC205066,Let’s reintroduce the old version of the homepage from 2022. (ref 6657),1
IPC205067,The typographic treatment of headers [980] could benefit from a cleaner aesthetic.,1
IPC205068,The form layout [120] fails to build enough trust.,0
IPC205069,The dropdown appearance [893] lacks design harmony with the rest of the flow.,0
IPC20507,The form layout needs clearer visual structure.,1
IPC205070,The typographic treatment of headers makes the user journey feel fragmented.,1
IPC205071,Please make shorter for mobile the ‘Contact Us’ headline — we're pivoting tone to be more conversational.,1
IPC205072,Please refocus the message in the Careers page intro — current phrasing doesn't perform well in tests.,0
IPC205073,"We'd like to change the background image on the hero banner, to unify experience with the mobile app.",1
IPC205074,Can we switch all body fonts to Comic Sans for internal testing? (ref 8321),1
IPC205075,Please enhance the engagement of the newsletter signup copy — let's test a variation with a stronger call-to-action.,2
IPC205076,The accessibility of font choices undermines trust due to visual inconsistency.,0
IPC205077,Please change wording in the CTA button label — it should mention our core differentiator earlier.,1
IPC205078,Please revise the CTA button label — use simpler language for broader understanding.,1
IPC205079,Please rewrite for clarity the Services overview paragraph — SEO team suggested including 'digital strategy'.,1
IPC20508,"We'd like to change the hover behavior of the CTA buttons, to accommodate new messaging.",1
IPC205080,Please align better with our brand voice in the Careers page intro — the current version feels too generic.,0
IPC205081,"Please revise the footer legal copy — let's remove the term 'innovative', it's overused.",0
IPC205082,The treatment of brand imagery needs more breathing room.,1
IPC205083,The divider lines between sections [934] is not accessible for users with visual impairments.,0
IPC205084,The layout of the blog cards [613] should use more consistent iconography.,1
IPC205085,The design of the lead capture form introduces unnecessary complexity.,0
IPC205086,The visual hierarchy on homepage pushes the main CTA too far down the page.,0
IPC205087,The contrast levels in the hero section [351] doesn’t pass accessibility color tests.,0
IPC205088,Please emphasize benefits over features the blog post summaries — mobile users are dropping off early on this section.,1
IPC205089,The imagery used in the mission statement creates confusion for users.,0
IPC20509,"We'd like to change the order of the sections on the homepage, even though it was previously approved.",1
IPC205090,The typographic treatment of headers [963] feels too heavy visually.,0
IPC205091,Please remove buzzwords from the SEO meta description — it currently duplicates info from another section.,0
IPC205092,Please rewrite for clarity the value proposition in the banner — the current version feels too generic.,0
IPC205093,"We'd like to change the font used in the main navigation, to better align with current brand priorities.",1
IPC205094,The design of the call-to-action strip [543] doesn’t pass accessibility color tests.,0
IPC205095,Please revise the value proposition in the banner — let's test a variation with a stronger call-to-action.,1
IPC205096,"We'd like to change the design of the newsletter popup, because our marketing direction has shifted slightly.",1
IPC205097,The spacing in the FAQ module [310] detracts from the core messaging.,0
IPC205098,Please rewrite for clarity the About section intro — let's test a variation with a stronger call-to-action.,1
IPC205099,The design of the loading animation introduces unnecessary complexity.,0
IPC20601,Let’s remove all animations from the site — we want it to be static. (ref 7641),1
IPC206010,"We'd like to change the sequence of steps in the signup flow, even if the old version was signed off.",1
IPC2060100,The color usage in the footer undermines trust due to visual inconsistency.,0
IPC206011,Please refocus the message in the main navigation labels — aim for clarity over cleverness.,1
IPC206012,The visual hierarchy on homepage [250] leads to visual fatigue.,0
IPC206013,Please highlight user value in the Careers page intro — consider phrasing that implies urgency.,1
IPC206014,"We'd like to change the branding of login page, to accommodate new messaging.",1
IPC206015,Please replace jargon in the SEO meta description — we want it to sound more personal and direct.,1
IPC206016,The presentation of numbers/statistics [811] undermines trust due to visual inconsistency.,0
IPC206017,The color usage in the footer [712] should be redesigned for better readability.,1
IPC206018,Please rewrite for clarity the footer legal copy — it should mention our core differentiator earlier.,1
IPC206019,The tooltip styling [793] overemphasizes less important elements.,0
IPC20602,The spacing around section titles doesn’t pass accessibility color tests.,0
IPC206020,Please replace jargon in the tagline in the hero section — we want it to sound more personal and direct.,1
IPC206021,"We'd like to change the background image on the hero banner, although we approved this layout before.",1
IPC206022,"We'd like to change the download link style in resource hub, as we think it now fits better with our narrative.",2
IPC206023,The spacing in the FAQ module feels generic and unmemorable.,0
IPC206024,Please update to reflect our new tone the form confirmation message — consider phrasing that implies urgency.,1
IPC206025,The typographic treatment of headers [975] doesn’t respect the established grid system.,0
IPC206026,Please make shorter for mobile the footer legal copy — current phrasing doesn't perform well in tests.,0
IPC206027,"We'd like to change the animation speed on scroll, due to a late change from our leadership team.",1
IPC206028,Please emphasize benefits over features the homepage hero title — aim for clarity over cleverness.,2
IPC206029,The structure of the newsletter popup feels generic and unmemorable.,0
IPC20603,Please revise the newsletter signup copy — SEO team suggested including 'digital strategy'.,1
IPC206030,Please optimize for SEO the tagline in the hero section — the tone should feel more confident and less promotional.,1
IPC206031,"We'd like to change the label of the primary CTA, in light of the new campaign assets.",1
IPC206032,Please update the sitemap to include a version in French. (ref 8147),1
IPC206033,The color usage in the footer makes the user journey feel fragmented.,1
IPC206034,The design consistency across subpages should be redesigned for better readability.,1
IPC206035,Please emphasize benefits over features the ‘Contact Us’ headline — SEO team suggested including 'digital strategy'.,2
IPC206036,Please emphasize benefits over features the feature highlights under 'Why Choose Us' — consider phrasing that implies urgency.,1
IPC206037,The structure of the newsletter popup [499] feels generic and unmemorable.,0
IPC206038,The divider lines between sections [942] needs clearer visual structure.,1
IPC206039,The contrast levels in the hero section needs clearer visual structure.,1
IPC20604,The filter tags on the blog triggers a page reload without submission.,1
IPC206040,The tooltip styling [769] fails to direct the user’s attention properly.,0
IPC206041,"Please remove buzzwords from the tagline in the hero section — let's remove the term 'innovative', it's overused.",0
IPC206042,"We'd like to change the mobile header layout, even if it wasn't part of the original scope.",1
IPC206043,Please enhance the engagement of the blog post summaries — the tone should feel more confident and less promotional.,2
IPC206044,Please rewrite for clarity the value proposition in the banner — align this with what we say in the sales deck.,1
IPC206045,The design of the loading animation [767] doesn’t pass accessibility color tests.,0
IPC206046,The structure of the newsletter popup [480] needs more breathing room.,1
IPC206047,The padding on Services section feels generic and unmemorable.,0
IPC206048,The design consistency across subpages could benefit from a cleaner aesthetic.,2
IPC206049,"We'd like to change the layout of the Services page, due to a late change from our leadership team.",1
IPC20605,Please highlight user value in the main navigation labels — use simpler language for broader understanding.,2
IPC206050,The spacing around section titles undermines trust due to visual inconsistency.,0
IPC206051,The treatment of brand imagery [702] pushes the main CTA too far down the page.,0
IPC206052,"We'd like to change the branding of login page, to reduce friction at key touchpoints.",1
IPC206053,Please make shorter for mobile the blog post summaries — it should mention our core differentiator earlier.,1
IPC206054,"We'd like to change the order of the sections on the homepage, after validating new layout in prototype testing.",1
IPC206055,The imagery used in the mission statement detracts from the core messaging.,0
IPC206056,The contrast levels in the hero section [332] lacks visual appeal.,0
IPC206057,Please highlight user value in the value proposition in the banner — we want it to sound more personal and direct.,2
IPC206058,Please revise the SEO meta description — aim for clarity over cleverness.,1
IPC206059,"Please add a resource download center, in response to user research.",1
IPC20606,"We'd like to change the form input label positioning, due to user feedback we just received.",1
IPC206060,Please emphasize benefits over features the footer legal copy — it currently duplicates info from another section.,1
IPC206061,Please emphasize benefits over features the Testimonials section intro — we want it to sound more personal and direct.,2
IPC206062,"We'd like to change the visual arrangement of the contact form, after reevaluating user flows.",1
IPC206063,The icons in the Features section [434] doesn't reflect our updated brand values.,0
IPC206064,The imagery used in the mission statement [459] undermines trust due to visual inconsistency.,0
IPC206065,The illustration on the homepage doesn't clearly highlight key messages.,0
IPC206066,Please emphasize benefits over features the feature highlights under 'Why Choose Us' — we want it to sound more personal and direct.,2
IPC206067,Please update to reflect our new tone the footer legal copy — we want it to sound more personal and direct.,1
IPC206068,"We'd like to change the imagery used in the About Us section, even if it wasn't part of the original scope.",1
IPC206069,"Please add a AI-powered search functionality, based on sales team input.",1
IPC20607,"We'd like to change the hover color of service cards, to improve consistency with email templates.",1
IPC206070,Please simplify the blog post summaries — it currently duplicates info from another section.,0
IPC206071,Please align better with our brand voice in the Testimonials section intro — current phrasing doesn't perform well in tests.,0
IPC206072,The imagery used in the mission statement feels generic and unmemorable.,0
IPC206073,The spacing in the FAQ module creates cognitive overload.,0
IPC206074,Please make shorter for mobile the newsletter signup copy — consider phrasing that implies urgency.,1
IPC206075,Please refocus the message in the newsletter signup copy — the tone should feel more confident and less promotional.,1
IPC206076,The style of secondary buttons feels generic and unmemorable.,0
IPC206077,The spacing around section titles needs clearer visual structure.,1
IPC206078,The icon usage in contact section doesn’t pass accessibility color tests.,0
IPC206079,Please revise the ‘Contact Us’ headline — we want it to sound more personal and direct.,1
IPC20608,Please update to reflect our new tone the tagline in the hero section — it should mention our core differentiator earlier.,1
IPC206080,Please enhance the engagement of the About section intro — align this with what we say in the sales deck.,2
IPC206081,Please remove buzzwords from the newsletter signup copy — current phrasing doesn't perform well in tests.,0
IPC206082,Please rewrite for clarity the About section intro — the tone should feel more confident and less promotional.,1
IPC206083,The divider lines between sections looks outdated compared to competitors.,0
IPC206084,Please remove buzzwords from the Services overview paragraph — aim for clarity over cleverness.,1
IPC206085,Please align better with our brand voice in the SEO meta description — we want it to sound more personal and direct.,2
IPC206086,"We'd like to change the design of the newsletter popup, after validating new layout in prototype testing.",1
IPC206087,"We'd like to change the visual order of callouts, as we think it now fits better with our narrative.",2
IPC206088,"Please simplify the tagline in the hero section — let's remove the term 'innovative', it's overused.",0
IPC206089,"We'd like to change the table layout on Plans page, although we approved this layout before.",1
IPC20609,Please change wording in the main navigation labels — consider phrasing that implies urgency.,1
IPC206090,The design consistency across subpages lacks visual appeal.,0
IPC206091,The design of the lead capture form [263] isn't engaging enough visually.,0
IPC206092,"We'd like to change the icons used in the value proposition list, for alignment with latest design tokens.",1
IPC206093,"Please add a FAQs segmented by user type, based on previous analytics review.",1
IPC206094,"We'd like to change the testimonial image alignment, as it no longer matches our tone.",0
