Issue ID,Project ID,Classification,Screenshot,Urgency,Input Date,Deadline Theor,Deadline Real,Employee ID,Device ,Browser,Page,Contact ID,Request,Iteraciones,Iteraciones 30 dias,Not addressing historico
IPC105030,PC105,Design issues,0,,2023-01-08,,2023-01-11,E2,Tablet,Safari,True,COC101,The presentation of numbers/statistics [812] lacks visual appeal.,7.0,48,0
IPC105031,PC105,Copy issues,0,,2022-08-16,,2022-08-19,E1,Desktop,Chrome,True,COC101,Please revise the newsletter signup copy — mobile users are dropping off early on this section.,3.0,26,0
IPC105032,PC105,Copy issues,0,,2022-07-08,,2022-07-10,E1,Mobile,Mozilla,True,COC101,Please rewrite for clarity the ‘Contact Us’ headline — SEO team suggested including 'digital strategy'.,3.0,20,0
IPC105033,PC105,Request change,0,,2022-12-30,,2023-01-02,E2,Desktop,Edge,True,COC101,"We'd like to change the font used in the main navigation, to improve consistency with email templates.",7.0,49,0
IPC105034,PC105,Copy issues,0,,2022-07-17,,2022-07-18,E1,Desktop,Edge,True,COC101,Please highlight user value in the Testimonials section intro — align this with what we say in the sales deck.,4.0,49,0
IPC105035,PC105,Design issues,0,,2023-05-12,,2023-05-13,E2,Desktop,Safari,True,COC101,The color palette [30] pushes the main CTA too far down the page.,6.0,24,2
IPC105036,PC105,Copy issues,0,,2022-08-27,,2022-08-29,E1,Desktop,Safari,True,COC101,Please make more actionable the blog post summaries — the tone should feel more confident and less promotional.,2.0,19,0
IPC105037,PC105,Request change,0,,2022-07-12,,2022-07-13,E2,Desktop,Safari,True,COC101,"We'd like to change the mobile header layout, in light of the new campaign assets.",11.0,38,0
IPC105038,PC105,Copy issues,0,,2023-02-02,,2023-02-04,E1,Mobile,Safari,True,COC101,Please change wording in the homepage hero title — align this with what we say in the sales deck.,3.0,75,1
IPC105039,PC105,Design issues,0,,2022-07-12,,2022-07-15,E2,Tablet,Mozilla,True,COC101,The design of the loading animation creates cognitive overload.,3.0,38,0
IPC10504,PC105,Copy issues,0,,2022-11-27,,2022-11-28,E1,Desktop,Safari,True,COC101,Please refocus the message in the SEO meta description — the tone should feel more confident and less promotional.,2.0,21,0
IPC105040,PC105,Copy issues,0,,2023-03-05,,2023-03-08,E1,Tablet,Mozilla,True,COC101,Please optimize for SEO the SEO meta description — it should mention our core differentiator earlier.,2.0,32,1
IPC105041,PC105,Not addressing,0,,2023-05-16,,2023-05-19,E4,Desktop,Safari,True,COC101,Add support for Internet Explorer 9 users.,1.0,32,3
IPC105042,PC105,Design issues,1,,2022-09-15,,2022-09-16,E2,Desktop,Edge,True,COC101,The divider lines between sections [956] doesn’t feel premium enough for our brand.,4.0,26,0
IPC105043,PC105,Design issues,0,,2022-11-19,,2022-11-22,E2,Desktop,Chrome,True,COC101,The button hierarchy [148] could benefit from a cleaner aesthetic.,1.0,15,0
IPC105044,PC105,Copy issues,0,,2022-08-01,,2022-08-03,E1,Tablet,Chrome,True,COC101,Please highlight user value in the About section intro — align this with what we say in the sales deck.,2.0,46,0
IPC105045,PC105,Not addressing,0,,2023-05-27,,2023-05-30,E4,Desktop,Chrome,True,COC101,Please update the sitemap to include a version in French. (ref 3324),0.0,25,4
IPC105046,PC105,Copy issues,1,,2023-01-23,,2023-01-25,E1,Desktop,Chrome,True,COC101,Please highlight user value in the ‘Contact Us’ headline — aim for clarity over cleverness.,5.0,56,1
IPC105047,PC105,Copy issues,1,,2022-09-19,,2022-09-21,E1,Desktop,Chrome,True,COC101,Please remove buzzwords from the Services overview paragraph — it currently duplicates info from another section.,3.0,32,0
IPC105048,PC105,Request change,0,,2023-01-26,,2023-01-27,E2,Desktop,Safari,True,COC101,"We'd like to change the support section layout, although we approved this layout before.",4.0,65,1
IPC105049,PC105,Request change,0,,2023-02-01,,2023-02-02,E2,Mobile,Safari,True,COC101,"We'd like to change the testimonial image alignment, to accommodate new messaging.",7.0,72,1
IPC10505,PC105,Design issues,0,,2023-03-13,,2023-03-15,E2,Desktop,Chrome,True,COC101,The divider lines between sections could benefit from a cleaner aesthetic.,3.0,35,1
IPC105050,PC105,Request change,0,,2022-07-01,,2022-07-03,E2,Desktop,Mozilla,True,COC101,"We'd like to change the sequence of steps in the signup flow, because our marketing direction has shifted slightly.",2.0,7,0
IPC105051,PC105,Request change,0,,2023-02-11,,2023-02-13,E2,Desktop,Chrome,True,COC101,"We'd like to change the mobile header layout, to make it more intuitive for new users.",7.0,69,1
IPC105052,PC105,Design issues,0,,2022-07-17,,2022-07-19,E2,Mobile,Chrome,True,COC101,The color palette [9] doesn't align with our brand guidelines.,3.0,49,0
IPC105053,PC105,Copy issues,0,,2022-11-25,,2022-11-28,E1,Desktop,Mozilla,True,COC101,"Please align better with our brand voice in the ‘Contact Us’ headline — let's remove the term 'innovative', it's overused.",4.0,19,0
IPC105054,PC105,Design issues,1,,2023-02-26,,2023-02-27,E2,Desktop,Chrome,True,COC101,The structure of the newsletter popup [483] feels too heavy visually.,7.0,44,1
IPC105055,PC105,Design issues,0,,2023-01-28,,2023-01-30,E2,Tablet,Safari,True,COC101,The structure of content in modals doesn’t feel premium enough for our brand.,6.0,76,1
IPC105056,PC105,Copy issues,0,,2023-01-21,,2023-01-22,E1,Desktop,Mozilla,True,COC101,"Please optimize for SEO the feature highlights under 'Why Choose Us' — let's remove the term 'innovative', it's overused.",3.0,56,1
IPC105057,PC105,Copy issues,0,,2023-01-05,,2023-01-07,E1,Desktop,Chrome,True,COC101,Please rewrite for clarity the value proposition in the banner — consider phrasing that implies urgency.,2.0,41,0
IPC105058,PC105,Request change,0,,2022-10-16,,2022-10-19,E2,Desktop,Safari,True,COC101,"We'd like to change the layout of the Services page, in preparation for launch event.",13.0,66,0
IPC105059,PC105,Design issues,0,,2023-06-14,,2023-06-16,E2,Desktop,Chrome,True,COC101,The button hierarchy [146] doesn't reflect our updated brand values.,4.0,29,4
IPC10506,PC105,Design issues,0,,2023-03-26,,2023-03-27,E2,Desktop,Edge,True,COC101,The design of the loading animation fails to build enough trust.,4.0,34,1
IPC105060,PC105,Request change,0,,2022-09-25,,2022-09-26,E2,Desktop,Safari,True,COC101,"We'd like to change the support section layout, due to user feedback we just received.",7.0,39,0
IPC105061,PC105,Copy issues,0,,2022-09-03,,2022-09-04,E1,Desktop,Mozilla,True,COC101,Please enhance the engagement of the main navigation labels — align this with what we say in the sales deck.,4.0,26,0
IPC105062,PC105,Copy issues,0,,2023-03-03,,2023-03-06,E1,Tablet,Safari,True,COC101,Please emphasize benefits over features the blog post summaries — consider phrasing that implies urgency.,3.0,40,1
IPC105063,PC105,Design issues,0,,2023-03-21,,2023-03-23,E2,Desktop,Mozilla,True,COC101,The visual hierarchy on homepage feels disconnected from the rest of the site.,2.0,25,1
IPC105064,PC105,New item,0,,2022-10-16,,2022-10-19,E3,Desktop,Chrome,True,COC101,"Please add a timeline showcasing milestones, for improved feature discoverability.",7.0,66,0
IPC105065,PC105,Design issues,1,,2022-09-16,,2022-09-19,E2,Desktop,Chrome,True,COC101,The icons in the Features section [430] needs clearer visual structure.,3.0,25,0
IPC105066,PC105,Design issues,0,,2022-09-27,,2022-09-28,E2,Tablet,Chrome,True,COC101,The treatment of brand imagery has poor contrast ratios.,2.0,42,0
IPC105067,PC105,Copy issues,0,,2022-11-16,,2022-11-19,E1,Desktop,Safari,True,COC101,Please make more actionable the footer legal copy — consider phrasing that implies urgency.,3.0,14,0
IPC105068,PC105,Copy issues,0,,2022-08-05,,2022-08-08,E1,Tablet,Safari,True,COC101,Please enhance the engagement of the CTA button label — it currently duplicates info from another section.,4.0,46,0
IPC105069,PC105,Copy issues,0,,2023-03-03,,2023-03-06,E1,Desktop,Safari,True,COC101,Please refocus the message in the newsletter signup copy — SEO team suggested including 'digital strategy'.,3.0,40,1
IPC10507,PC105,Copy issues,0,,2023-04-16,,2023-04-19,E1,Desktop,Chrome,True,COC101,Please highlight user value in the newsletter signup copy — aim for clarity over cleverness.,5.0,55,1
IPC105070,PC105,Design issues,1,,2023-02-21,,2023-02-22,E2,Tablet,Mozilla,True,COC101,The structure of content in modals introduces unnecessary complexity.,1.0,51,1
IPC105071,PC105,Design issues,0,,2022-10-10,,2022-10-12,E2,Tablet,Safari,True,COC101,The illustration on the homepage [606] pushes the main CTA too far down the page.,6.0,45,0
IPC105072,PC105,Copy issues,1,,2022-12-10,,2022-12-13,E1,Desktop,Chrome,True,COC101,Please emphasize benefits over features the Careers page intro — it should mention our core differentiator earlier.,5.0,36,0
IPC105073,PC105,Copy issues,0,,2022-10-16,,2022-10-17,E1,Desktop,Chrome,True,COC101,Please highlight user value in the ‘Contact Us’ headline — mobile users are dropping off early on this section.,1.0,66,0
IPC105074,PC105,Design issues,0,,2023-06-11,,2023-06-14,E2,Desktop,Mozilla,True,COC101,The accessibility of font choices fails to build enough trust.,3.0,32,4
IPC105075,PC105,New item,0,,2023-04-03,,2023-04-04,E3,Tablet,Safari,True,COC101,"Please add a page-level feedback option, as part of UX optimization phase.",8.0,42,1
IPC105076,PC105,Design issues,1,,2023-06-14,,2023-06-17,E2,Desktop,Mozilla,True,COC101,The dropdown appearance [877] doesn't clearly highlight key messages.,1.0,29,4
IPC105077,PC105,Design issues,0,,2022-07-14,,2022-07-16,E2,Desktop,Safari,True,COC101,The contrast levels in the hero section feels too heavy visually.,2.0,42,0
IPC105078,PC105,New item,0,,2022-06-19,,2022-06-22,E3,Desktop,Chrome,True,COC101,"Please add a web accessibility toolbar, as part of enterprise client requirements.",5.0,5,0
IPC105079,PC105,Design issues,1,,2022-12-10,,2022-12-12,E2,Tablet,Chrome,True,COC101,The spacing around section titles should use more consistent iconography.,7.0,36,0
IPC10508,PC105,Design issues,0,,2023-01-17,,2023-01-20,E2,Mobile,Chrome,True,COC101,The contrast levels in the hero section detracts from the core messaging.,5.0,45,1
IPC105080,PC105,Copy issues,0,,2023-02-12,,2023-02-13,E1,Desktop,Mozilla,True,COC101,Please optimize for SEO the newsletter signup copy — the current version feels too generic.,5.0,70,1
IPC105081,PC105,New item,0,,2023-01-20,,2023-01-23,E3,Mobile,Safari,True,COC101,"Please add a GDPR compliance banner update, in response to user research.",12.0,53,1
IPC105082,PC105,Copy issues,0,,2022-07-24,,2022-07-26,E1,Tablet,Chrome,True,COC101,Please revise the feature highlights under 'Why Choose Us' — use simpler language for broader understanding.,2.0,46,0
IPC105083,PC105,Design issues,0,,2022-07-14,,2022-07-16,E2,Mobile,Safari,True,COC101,The tooltip styling looks outdated compared to competitors.,2.0,42,0
IPC105084,PC105,Copy issues,0,,2023-01-10,,2023-01-12,E1,Desktop,Chrome,True,COC101,Please make shorter for mobile the main navigation labels — align this with what we say in the sales deck.,4.0,36,0
IPC105085,PC105,Request change,0,,2022-09-06,,2022-09-08,E2,Mobile,Safari,True,COC101,"We'd like to change the hover color of service cards, due to a late change from our leadership team.",5.0,24,0
IPC105086,PC105,Copy issues,1,,2022-12-29,,2022-12-31,E1,Mobile,Chrome,True,COC101,Please optimize for SEO the value proposition in the banner — mobile users are dropping off early on this section.,4.0,42,0
IPC105087,PC105,Design issues,0,,2022-09-26,,2022-09-29,E2,Tablet,Chrome,True,COC101,The presentation of numbers/statistics doesn't align with our brand guidelines.,3.0,42,0
IPC105088,PC105,Copy issues,0,,2022-08-06,,2022-08-07,E1,Desktop,Chrome,True,COC101,Please replace jargon in the Services overview paragraph — aim for clarity over cleverness.,3.0,49,0
IPC105089,PC105,Design issues,1,,2023-06-13,,2023-06-16,E2,Desktop,Chrome,True,COC101,The spacing in the FAQ module [313] overemphasizes less important elements.,5.0,24,4
IPC10509,PC105,Design issues,1,,2023-02-28,,2023-03-01,E2,Desktop,Chrome,True,COC101,The accessibility of font choices creates cognitive overload.,4.0,34,1
IPC105090,PC105,New item,0,,2022-10-29,,2022-10-30,E3,Desktop,Chrome,True,COC101,"Please add a user account dashboard, based on sales team input.",8.0,52,0
IPC105091,PC105,Design issues,0,,2023-05-24,,2023-05-25,E2,Tablet,Chrome,True,COC101,The presentation of numbers/statistics [808] should be redesigned for better readability.,6.0,25,3
IPC105092,PC105,Copy issues,0,,2022-07-12,,2022-07-14,E1,Desktop,Safari,True,COC101,Please make shorter for mobile the homepage hero title — the tone should feel more confident and less promotional.,2.0,38,0
IPC105093,PC105,Design issues,0,,2023-05-23,,2023-05-26,E2,Tablet,Mozilla,True,COC101,The typographic treatment of headers fails to direct the user’s attention properly.,5.0,19,3
IPC105094,PC105,Copy issues,0,,2022-09-18,,2022-09-21,E1,Mobile,Chrome,True,COC101,Please update to reflect our new tone the SEO meta description — current phrasing doesn't perform well in tests.,4.0,29,0
IPC105095,PC105,Copy issues,0,,2022-11-06,,2022-11-07,E1,Tablet,Edge,True,COC101,Please make more actionable the main navigation labels — align this with what we say in the sales deck.,3.0,45,0
IPC105096,PC105,Design issues,0,,2022-10-04,,2022-10-05,E2,Tablet,Safari,True,COC101,The image usage on About page doesn’t pass accessibility color tests.,4.0,43,0
IPC105097,PC105,Design issues,0,,2022-08-16,,2022-08-17,E2,Tablet,Safari,True,COC101,The imagery used in the mission statement [467] feels generic and unmemorable.,1.0,26,0
IPC105098,PC105,Bug fix,0,,2022-12-03,,2022-12-06,E3,Desktop,Mozilla,True,COC101,The dropdown menu in the navbar collapses unexpectedly on scroll.,10.0,23,0
IPC105099,PC105,Not addressing,1,,2023-05-05,,2023-05-06,E4,Mobile,Safari,True,COC101,Can you preload every page in advance to reduce wait time? (ref 8104),0.0,18,2
IPC10601,PC106,Copy issues,0,,2022-01-11,,2022-01-13,E1,Mobile,Mozilla,True,COC101,Please highlight user value in the Testimonials section intro — we want it to sound more personal and direct.,3.0,51,6
IPC106010,PC106,Copy issues,0,,2021-11-14,,2021-11-17,E1,Tablet,Chrome,True,COC101,Please align better with our brand voice in the SEO meta description — current phrasing doesn't perform well in tests.,5.0,48,4
IPC1060100,PC106,Copy issues,0,,2022-01-29,,2022-01-31,E1,Desktop,Safari,True,COC101,Please highlight user value in the Careers page intro — we want it to sound more personal and direct.,3.0,35,7
IPC106011,PC106,Copy issues,0,,2021-08-07,,2021-08-09,E1,Desktop,Edge,True,COC101,Please simplify the feature highlights under 'Why Choose Us' — consider phrasing that implies urgency.,2.0,36,3
IPC106012,PC106,Copy issues,0,,2022-04-09,,2022-04-12,E1,Desktop,Mozilla,True,COC101,Please simplify the Services overview paragraph — use simpler language for broader understanding.,2.0,60,7
IPC106013,PC106,Request change,1,,2021-12-26,,2021-12-28,E2,Desktop,Edge,True,COC101,"We'd like to change the mobile header layout, following feedback from the partner agency.",9.0,42,5
IPC106014,PC106,Copy issues,0,,2021-05-23,,2021-05-25,E1,Desktop,Safari,True,COC101,Please optimize for SEO the homepage hero title — we want it to sound more personal and direct.,2.0,32,1
IPC106015,PC106,Copy issues,0,,2022-04-12,,2022-04-14,E1,Tablet,Edge,True,COC101,Please change wording in the homepage hero title — we're pivoting tone to be more conversational.,5.0,64,7
IPC106016,PC106,Design issues,0,,2022-03-20,,2022-03-23,E2,Mobile,Safari,True,COC101,The spacing around section titles doesn’t respect the established grid system.,0.0,40,7
IPC106017,PC106,Request change,0,,2021-06-04,,2021-06-07,E2,Tablet,Edge,True,COC101,"We'd like to change the hover behavior of the CTA buttons, even though it was previously approved.",11.0,36,2
IPC106018,PC106,Request change,0,,2021-07-24,,2021-07-27,E2,Desktop,Mozilla,True,COC101,"We'd like to change the visual arrangement of the contact form, following feedback from the partner agency.",8.0,39,3
IPC106019,PC106,Copy issues,1,,2021-05-27,,2021-05-30,E1,Mobile,Chrome,True,COC101,Please update to reflect our new tone the ‘Contact Us’ headline — it should mention our core differentiator earlier.,3.0,40,1
IPC10602,PC106,Request change,0,,2021-08-08,,2021-08-10,E2,Desktop,Mozilla,True,COC101,"We'd like to change the mobile header layout, even if the old version was signed off.",6.0,42,3
IPC106020,PC106,New item,0,,2022-03-24,,2022-03-25,E3,Desktop,Mozilla,True,COC101,"Please add a case study filter by sector, to simplify the user journey.",11.0,54,7
IPC106021,PC106,Copy issues,0,,2021-05-24,,2021-05-25,E1,Desktop,Chrome,True,COC101,Please highlight user value in the newsletter signup copy — SEO team suggested including 'digital strategy'.,3.0,35,1
IPC106022,PC106,Design issues,0,,2022-01-26,,2022-01-28,E2,Desktop,Safari,True,COC101,The padding on Services section [201] doesn't align with our brand guidelines.,6.0,43,7
IPC106023,PC106,Request change,1,,2021-11-13,,2021-11-15,E2,Desktop,Mozilla,True,COC101,"We'd like to change the branding of login page, to reflect updated copy direction.",8.0,43,4
IPC106024,PC106,Design issues,0,,2021-06-12,,2021-06-14,E2,Desktop,Edge,True,COC101,The logo size doesn’t pass accessibility color tests.,4.0,43,2
IPC106025,PC106,Design issues,0,,2021-07-27,,2021-07-30,E2,Desktop,Safari,True,COC101,The icons in the Features section should be redesigned for better readability.,3.0,42,3
IPC106026,PC106,Copy issues,0,,2021-07-31,,2021-08-03,E1,Desktop,Mozilla,True,COC101,Please revise the Careers page intro — let's test a variation with a stronger call-to-action.,3.0,47,3
IPC106027,PC106,Copy issues,0,,2021-12-03,,2021-12-04,E1,Mobile,Safari,True,COC101,Please emphasize benefits over features the footer legal copy — use simpler language for broader understanding.,4.0,61,5
IPC106028,PC106,Bug fix,0,,2021-07-03,,2021-07-04,E3,Desktop,Chrome,True,COC101,The login form error handling throws a 404 error in staging.,2.0,37,2
IPC106029,PC106,Request change,0,,2022-01-16,,2022-01-19,E2,Tablet,Safari,True,COC101,"We'd like to change the form input label positioning, due to a late change from our leadership team.",5.0,46,7
IPC10603,PC106,Copy issues,0,,2021-12-06,,2021-12-08,E1,Desktop,Chrome,True,COC101,Please simplify the About section intro — it should mention our core differentiator earlier.,4.0,61,5
IPC106030,PC106,Not addressing,0,,2021-08-24,,2021-08-26,E4,Desktop,Safari,True,COC101,Switch the entire layout to match our mobile app UI. (ref 6393),1.0,24,4
IPC106031,PC106,Request change,0,,2021-07-01,,2021-07-04,E2,Mobile,Chrome,True,COC101,"We'd like to change the label of the primary CTA, in preparation for launch event.",7.0,31,2
IPC106032,PC106,Not addressing,1,,2022-01-04,,2022-01-06,E4,Tablet,Chrome,True,COC101,Please remove all mentions of our old partner from past blog posts. (ref 6307),1.0,57,6
IPC106033,PC106,Copy issues,1,,2021-12-15,,2021-12-16,E1,Mobile,Chrome,True,COC101,Please align better with our brand voice in the footer legal copy — current phrasing doesn't perform well in tests.,4.0,41,5
IPC106034,PC106,Design issues,0,,2022-03-10,,2022-03-11,E2,Desktop,Chrome,True,COC101,The accessibility of font choices doesn’t pass accessibility color tests.,2.0,35,7
IPC106035,PC106,Not addressing,0,,2021-07-24,,2021-07-26,E4,Desktop,Safari,True,COC101,Please update the sitemap to include a version in French. (ref 3236),0.0,39,3
IPC106036,PC106,Design issues,1,,2021-10-26,,2021-10-28,E2,Tablet,Chrome,True,COC101,The headline alignment needs clearer visual structure.,4.0,27,4
IPC106037,PC106,Copy issues,0,,2021-10-19,,2021-10-20,E1,Desktop,Safari,True,COC101,Please replace jargon in the CTA button label — mobile users are dropping off early on this section.,3.0,25,4
IPC106038,PC106,Copy issues,0,,2021-07-19,,2021-07-20,E1,Desktop,Edge,True,COC101,Please revise the Testimonials section intro — current phrasing doesn't perform well in tests.,4.0,25,2
IPC106039,PC106,Copy issues,0,,2022-03-30,,2022-04-01,E1,Desktop,Mozilla,True,COC101,"Please change wording in the tagline in the hero section — let's remove the term 'innovative', it's overused.",2.0,70,7
IPC10604,PC106,Design issues,0,,2022-02-20,,2022-02-22,E2,Tablet,Chrome,True,COC101,The image usage on About page [190] pushes the main CTA too far down the page.,6.0,33,7
IPC106040,PC106,Design issues,0,,2022-03-31,,2022-04-03,E2,Tablet,Chrome,True,COC101,The design of the lead capture form [284] doesn’t feel premium enough for our brand.,4.0,74,7
IPC106041,PC106,Copy issues,1,,2022-03-07,,2022-03-08,E1,Desktop,Mozilla,True,COC101,Please enhance the engagement of the SEO meta description — we want it to sound more personal and direct.,4.0,36,7
IPC106042,PC106,Copy issues,0,,2021-05-02,,2021-05-05,E1,Mobile,Chrome,True,COC101,Please align better with our brand voice in the main navigation labels — use simpler language for broader understanding.,4.0,32,1
IPC106043,PC106,Design issues,0,,2021-05-18,,2021-05-20,E2,Desktop,Safari,True,COC101,The color usage in the footer [724] could benefit from a cleaner aesthetic.,7.0,26,1
IPC106044,PC106,Copy issues,0,,2021-12-15,,2021-12-18,E1,Tablet,Safari,True,COC101,"Please refocus the message in the CTA button label — let's remove the term 'innovative', it's overused.",5.0,41,5
IPC106045,PC106,Copy issues,0,,2021-09-24,,2021-09-27,E1,Desktop,Chrome,True,COC101,Please make more actionable the Services overview paragraph — consider phrasing that implies urgency.,2.0,20,4
IPC106046,PC106,Request change,0,,2022-03-01,,2022-03-03,E2,Mobile,Edge,True,COC101,"We'd like to change the branding of login page, since we've received new internal feedback.",5.0,25,7
IPC106047,PC106,Design issues,0,,2021-07-29,,2021-08-01,E2,Desktop,Chrome,True,COC101,The logo size pushes the main CTA too far down the page.,2.0,44,3
IPC106048,PC106,Design issues,0,,2021-04-30,,2021-05-02,E2,Tablet,Chrome,True,COC101,The tooltip styling doesn’t respect the established grid system.,4.0,28,1
IPC106049,PC106,Design issues,0,,2021-04-14,,2021-04-17,E2,Desktop,Chrome,True,COC101,The button hierarchy [151] makes the user journey feel fragmented.,5.0,5,0
IPC10605,PC106,Request change,0,,2021-12-22,,2021-12-23,E2,Desktop,Safari,True,COC101,"We'd like to change the positioning of the testimonial module, since stakeholders changed their mind after review.",6.0,33,5
IPC106050,PC106,Design issues,0,,2021-08-20,,2021-08-23,E2,Tablet,Chrome,True,COC101,The imagery used in the mission statement [472] fails to build enough trust.,4.0,37,3
IPC106051,PC106,Copy issues,0,,2022-02-06,,2022-02-08,E1,Desktop,Chrome,True,COC101,Please rewrite for clarity the Services overview paragraph — the current version feels too generic.,3.0,27,7
IPC106052,PC106,Not addressing,0,,2021-06-02,,2021-06-03,E4,Desktop,Chrome,True,COC101,Can you redesign the logo directly in the website build? (ref 5679),0.0,25,2
IPC106053,PC106,Copy issues,0,,2021-12-16,,2021-12-18,E1,Desktop,Chrome,True,COC101,Please change wording in the newsletter signup copy — the current version feels too generic.,2.0,43,5
IPC106054,PC106,Request change,0,,2021-07-23,,2021-07-24,E2,Desktop,Safari,True,COC101,"We'd like to change the hover color of service cards, following our recent strategy update.",6.0,31,2
IPC106055,PC106,Copy issues,0,,2021-06-14,,2021-06-15,E1,Desktop,Edge,True,COC101,Please emphasize benefits over features the main navigation labels — consider phrasing that implies urgency.,2.0,45,2
IPC106056,PC106,Request change,0,,2022-01-25,,2022-01-28,E2,Desktop,Safari,True,COC101,"We'd like to change the positioning of the testimonial module, following feedback from the partner agency.",6.0,46,7
IPC106057,PC106,Design issues,0,,2021-10-01,,2021-10-03,E2,Desktop,Chrome,True,COC101,The imagery used in the mission statement [453] should use more consistent iconography.,6.0,35,4
IPC106058,PC106,Copy issues,0,,2021-11-13,,2021-11-14,E1,Mobile,Chrome,True,COC101,Please simplify the CTA button label — current phrasing doesn't perform well in tests.,3.0,43,4
IPC106059,PC106,Not addressing,0,,2022-01-12,,2022-01-14,E4,Desktop,Safari,True,COC101,Let’s remove all animations from the site — we want it to be static. (ref 2538),1.0,52,7
IPC10606,PC106,Design issues,0,,2021-11-04,,2021-11-06,E2,Desktop,Mozilla,True,COC101,The accessibility of font choices introduces unnecessary complexity.,4.0,11,4
IPC106060,PC106,New item,0,,2021-09-26,,2021-09-28,E3,Desktop,Safari,True,COC101,"Please add a pop-up alert for upcoming events, to support conversion goals.",10.0,34,4
IPC106061,PC106,New item,0,,2021-11-16,,2021-11-18,E3,Desktop,Safari,True,COC101,"Please add a AI-powered search functionality, to support conversion goals.",6.0,64,4
IPC106062,PC106,Design issues,0,,2021-04-16,,2021-04-18,E2,Desktop,Chrome,True,COC101,The structure of the newsletter popup undermines trust due to visual inconsistency.,5.0,17,0
IPC106063,PC106,Design issues,0,,2021-05-26,,2021-05-29,E2,Desktop,Chrome,True,COC101,The imagery used in the mission statement [449] fails to direct the user’s attention properly.,2.0,37,1
IPC106064,PC106,Design issues,0,,2021-05-12,,2021-05-14,E2,Tablet,Safari,True,COC101,The icons in the Features section [441] overemphasizes less important elements.,4.0,36,1
IPC106065,PC106,Copy issues,0,,2022-03-21,,2022-03-24,E1,Desktop,Safari,True,COC101,Please make more actionable the form confirmation message — we're pivoting tone to be more conversational.,6.0,46,7
IPC106066,PC106,Copy issues,0,,2022-01-06,,2022-01-09,E1,Desktop,Safari,True,COC101,Please align better with our brand voice in the Testimonials section intro — let's test a variation with a stronger call-to-action.,3.0,56,6
IPC106067,PC106,Design issues,0,,2022-03-30,,2022-03-31,E2,Desktop,Chrome,True,COC101,The design of the call-to-action strip [529] makes the page feel too dense.,6.0,70,7
IPC106068,PC106,Copy issues,0,,2021-06-09,,2021-06-12,E1,Tablet,Mozilla,True,COC101,Please enhance the engagement of the homepage hero title — consider phrasing that implies urgency.,3.0,43,2
IPC106069,PC106,New item,1,,2021-11-10,,2021-11-12,E3,Desktop,Safari,True,COC101,"Please add a case study filter by sector, to increase session time.",9.0,20,4
IPC10607,PC106,Design issues,1,,2021-04-16,,2021-04-17,E2,Desktop,Edge,True,COC101,The tooltip styling needs more breathing room.,7.0,17,0
IPC106070,PC106,Not addressing,0,,2021-04-26,,2021-04-27,E4,Desktop,Mozilla,True,COC101,Please implement user-generated content with full moderation tools. (ref 6132),0.0,17,1
IPC106071,PC106,Design issues,0,,2022-03-03,,2022-03-06,E2,Desktop,Chrome,True,COC101,The design consistency across subpages [1003] undermines trust due to visual inconsistency.,7.0,32,7
IPC106072,PC106,Design issues,0,,2021-09-03,,2021-09-06,E2,Mobile,Mozilla,True,COC101,The layout of the blog cards [635] creates cognitive overload.,5.0,30,4
IPC106073,PC106,Not addressing,0,,2021-11-25,,2021-11-26,E4,Desktop,Safari,True,COC101,Switch the entire layout to match our mobile app UI. (ref 9114),0.0,61,5
IPC106074,PC106,New item,0,,2021-11-13,,2021-11-15,E3,Desktop,Safari,True,COC101,"Please add a animated brand story carousel, to meet regulatory compliance.",12.0,43,4
IPC106075,PC106,Copy issues,0,,2021-06-09,,2021-06-10,E1,Desktop,Chrome,True,COC101,Please remove buzzwords from the homepage hero title — the current version feels too generic.,4.0,43,2
IPC106076,PC106,Copy issues,1,,2021-09-26,,2021-09-29,E1,Desktop,Chrome,True,COC101,Please highlight user value in the form confirmation message — it currently duplicates info from another section.,4.0,34,4
IPC106077,PC106,Design issues,0,,2021-06-01,,2021-06-04,E2,Mobile,Safari,True,COC101,The divider lines between sections should be redesigned for better readability.,0.0,29,1
IPC106078,PC106,Design issues,1,,2021-04-29,,2021-04-30,E2,Desktop,Mozilla,True,COC101,The structure of the newsletter popup [493] doesn't clearly highlight key messages.,2.0,24,1
IPC106079,PC106,Copy issues,0,,2021-08-10,,2021-08-12,E1,Tablet,Mozilla,True,COC101,Please change wording in the Careers page intro — SEO team suggested including 'digital strategy'.,3.0,45,3
IPC10608,PC106,Bug fix,0,,2021-12-28,,2021-12-29,E3,Desktop,Safari,True,COC101,The load animation on the homepage causes layout shifts on load.,7.0,53,5
IPC106080,PC106,Copy issues,0,,2021-09-01,,2021-09-02,E1,Tablet,Edge,True,COC101,Please emphasize benefits over features the homepage hero title — let's test a variation with a stronger call-to-action.,4.0,25,4
IPC106081,PC106,Copy issues,0,,2022-03-28,,2022-03-29,E1,Desktop,Chrome,True,COC101,Please replace jargon in the Testimonials section intro — the current version feels too generic.,4.0,62,7
IPC106082,PC106,Design issues,1,,2022-04-10,,2022-04-12,E2,Desktop,Chrome,True,COC101,The color palette [21] creates confusion for users.,1.0,59,7
