,Issue ID,Project ID,Classification,Screenshot,Urgency,Input Date,Deadline Theor,Deadline Real,Employee ID,Device ,Browser,Page,Contact ID,Request,Iteraciones,Iteraciones 30 dias,Not addressing historico,Sentiment
497,IPC103097,PC103,Request change,0,Critical,2018-06-11,2015-09-08,2018-06-14,E2,Desktop,Chrome,True,COC101,"We'd like to change the icons used in the value proposition list, as requested by new leadership.",7.0,71,1,Neutral
498,IPC103098,PC103,Copy issues,0,Urgent,2018-02-05,2015-09-08,2018-02-08,E1,Desktop,Chrome,True,COC101,Please change wording in the SEO meta description — it should mention our core differentiator earlier.,3.0,67,0,Neutral
499,IPC103099,PC103,Design issues,0,Urgent,2018-06-24,2015-09-08,2018-06-27,E2,Desktop,Mozilla,True,COC101,The tooltip styling makes the page feel too dense.,1.0,48,2,Negative
500,IPC10401,PC104,Not addressing,0,Medium,2020-03-15,2015-09-08,2020-03-18,E4,Desktop,Chrome,True,COC101,We want to allow PDF download of every page on the site. (ref 9784),1.0,4,1,Neutral
501,IPC104010,PC104,Copy issues,0,Urgent,2021-02-09,2015-09-08,2021-02-11,E1,Desktop,Chrome,True,COC101,Please change wording in the main navigation labels — align this with what we say in the sales deck.,5.0,31,3,Neutral
502,IPC1040100,PC104,Copy issues,0,Medium,2021-01-11,2015-09-08,2021-01-13,E1,Desktop,Edge,True,COC101,Please align better with our brand voice in the footer legal copy — align this with what we say in the sales deck.,2.0,31,3,Neutral
503,IPC104011,PC104,Copy issues,0,Medium,2020-07-19,2015-09-08,2020-07-22,E1,Desktop,Safari,True,COC101,"Please replace jargon in the SEO meta description — let's remove the term 'innovative', it's overused.",4.0,18,2,Negative
504,IPC104012,PC104,Copy issues,0,Urgent,2020-04-09,2015-09-08,2020-04-12,E1,Desktop,Chrome,True,COC101,Please update to reflect our new tone the ‘Contact Us’ headline — consider phrasing that implies urgency.,3.0,41,1,Neutral
505,IPC104013,PC104,Copy issues,0,Medium,2020-09-28,2015-09-08,2020-09-30,E1,Desktop,Mozilla,True,COC101,Please refocus the message in the newsletter signup copy — consider phrasing that implies urgency.,3.0,42,3,Neutral
506,IPC104014,PC104,Design issues,1,Urgent,2020-06-13,2015-09-08,2020-06-16,E2,Desktop,Chrome,True,COC101,The design of the call-to-action strip fails to build enough trust.,2.0,62,2,Negative
507,IPC104015,PC104,Copy issues,0,Urgent,2020-06-29,2015-09-08,2020-07-02,E1,Desktop,Chrome,True,COC101,Please optimize for SEO the blog post summaries — current phrasing doesn't perform well in tests.,3.0,57,2,Negative
508,IPC104016,PC104,Design issues,0,Urgent,2020-11-27,2015-09-08,2020-11-28,E2,Desktop,Chrome,True,COC101,The typography scale lacks design harmony with the rest of the flow.,4.0,21,3,Negative
509,IPC104017,PC104,Copy issues,0,Urgent,2020-09-17,2015-09-08,2020-09-19,E1,Desktop,Chrome,True,COC101,Please rewrite for clarity the main navigation labels — let's test a variation with a stronger call-to-action.,3.0,53,3,Neutral
510,IPC104018,PC104,New item,0,Urgent,2020-06-04,2015-09-08,2020-06-06,E3,Tablet,Safari,True,COC101,"Please add a GDPR compliance banner update, to reflect our updated brand identity.",11.0,50,2,Neutral
511,IPC104019,PC104,Copy issues,0,Medium,2020-10-08,2015-09-08,2020-10-09,E1,Desktop,Safari,True,COC101,Please change wording in the feature highlights under 'Why Choose Us' — aim for clarity over cleverness.,3.0,40,3,Neutral
512,IPC10402,PC104,Design issues,0,Medium,2020-04-09,2015-09-08,2020-04-10,E2,Desktop,Mozilla,True,COC101,The icon usage in contact section [915] feels generic and unmemorable.,3.0,41,1,Negative
513,IPC104020,PC104,Copy issues,0,Critical,2020-05-03,2015-09-08,2020-05-06,E1,Desktop,Chrome,True,COC101,Please make more actionable the blog post summaries — the current version feels too generic.,3.0,58,2,Negative
514,IPC104021,PC104,Request change,0,Urgent,2020-12-18,2015-09-08,2020-12-21,E2,Tablet,Chrome,True,COC101,"We'd like to change the animation speed on scroll, to reduce friction at key touchpoints.",6.0,32,3,Neutral
515,IPC104022,PC104,Copy issues,0,Urgent,2021-03-11,2015-09-08,2021-03-13,E1,Desktop,Safari,True,COC101,Please revise the Careers page intro — consider phrasing that implies urgency.,4.0,59,3,Neutral
516,IPC104023,PC104,Design issues,0,Urgent,2021-02-18,2015-09-08,2021-02-20,E2,Desktop,Safari,True,COC101,The structure of the newsletter popup should be redesigned for better readability.,5.0,44,3,Neutral
517,IPC104024,PC104,Copy issues,0,Medium,2020-10-20,2015-09-08,2020-10-21,E1,Desktop,Safari,True,COC101,Please enhance the engagement of the feature highlights under 'Why Choose Us' — align this with what we say in the sales deck.,3.0,25,3,Positive
518,IPC104025,PC104,Request change,1,Medium,2020-10-22,2015-09-08,2020-10-24,E2,Desktop,Safari,True,COC101,"We'd like to change the sequence of steps in the signup flow, following feedback from the partner agency.",8.0,33,3,Neutral
519,IPC104026,PC104,Copy issues,0,Urgent,2020-09-12,2015-09-08,2020-09-15,E1,Tablet,Chrome,True,COC101,"Please enhance the engagement of the main navigation labels — let's remove the term 'innovative', it's overused.",4.0,45,3,Neutral
520,IPC104027,PC104,Design issues,0,Urgent,2020-06-15,2015-09-08,2020-06-18,E2,Desktop,Safari,True,COC101,The spacing in the FAQ module [319] doesn’t pass accessibility color tests.,0.0,52,2,Negative
521,IPC104028,PC104,Copy issues,0,Medium,2021-01-11,2015-09-08,2021-01-14,E1,Desktop,Chrome,True,COC101,Please optimize for SEO the Services overview paragraph — we want it to sound more personal and direct.,4.0,31,3,Positive
522,IPC104029,PC104,Design issues,0,Urgent,2020-09-12,2015-09-08,2020-09-14,E2,Desktop,Chrome,True,COC101,The icon usage in contact section [911] doesn’t respect the established grid system.,2.0,45,3,Negative
523,IPC10403,PC104,Copy issues,0,Urgent,2020-12-12,2015-09-08,2020-12-14,E1,Desktop,Chrome,True,COC101,Please emphasize benefits over features the Careers page intro — mobile users are dropping off early on this section.,4.0,28,3,Neutral
524,IPC104030,PC104,Copy issues,0,Medium,2021-01-20,2015-09-08,2021-01-21,E1,Mobile,Edge,True,COC101,Please emphasize benefits over features the feature highlights under 'Why Choose Us' — it should mention our core differentiator earlier.,3.0,19,3,Positive
525,IPC104031,PC104,Copy issues,0,Urgent,2020-08-18,2015-09-08,2020-08-21,E1,Desktop,Chrome,True,COC101,Please refocus the message in the footer legal copy — mobile users are dropping off early on this section.,2.0,29,3,Negative
526,IPC104032,PC104,Copy issues,0,Medium,2020-05-25,2015-09-08,2020-05-28,E1,Tablet,Chrome,True,COC101,Please replace jargon in the blog post summaries — consider phrasing that implies urgency.,2.0,33,2,Neutral
527,IPC104033,PC104,Design issues,0,Urgent,2020-04-18,2015-09-08,2020-04-20,E2,Tablet,Safari,True,COC101,The icon usage in contact section overemphasizes less important elements.,4.0,43,2,Negative
528,IPC104034,PC104,Design issues,0,Critical,2020-04-19,2015-09-08,2020-04-22,E2,Tablet,Edge,True,COC101,The typography scale doesn't reflect our updated brand values.,4.0,47,2,Negative
529,IPC104035,PC104,Copy issues,0,Medium,2020-11-23,2015-09-08,2020-11-25,E1,Mobile,Chrome,True,COC101,Please emphasize benefits over features the value proposition in the banner — mobile users are dropping off early on this section.,3.0,17,3,Neutral
530,IPC104036,PC104,Copy issues,0,Urgent,2020-08-27,2015-09-08,2020-08-29,E1,Desktop,Chrome,True,COC101,Please optimize for SEO the value proposition in the banner — it should mention our core differentiator earlier.,4.0,28,3,Neutral
531,IPC104037,PC104,Design issues,0,Medium,2020-07-28,2015-09-08,2020-07-30,E2,Desktop,Chrome,True,COC101,The layout of the blog cards doesn't align with our brand guidelines.,0.0,20,2,Negative
532,IPC104038,PC104,Design issues,0,Medium,2020-08-24,2015-09-08,2020-08-25,E2,Desktop,Safari,True,COC101,The contrast levels in the hero section needs more breathing room.,3.0,24,3,Neutral
533,IPC104039,PC104,Design issues,0,Urgent,2020-08-19,2015-09-08,2020-08-22,E2,Mobile,Chrome,True,COC101,The contrast levels in the hero section fails to build enough trust.,1.0,26,3,Negative
534,IPC10404,PC104,Design issues,0,Medium,2020-11-13,2015-09-08,2020-11-16,E2,Tablet,Safari,True,COC101,The structure of the newsletter popup [487] isn't engaging enough visually.,2.0,13,3,Negative
535,IPC104040,PC104,Design issues,0,Urgent,2020-09-10,2015-09-08,2020-09-13,E2,Desktop,Mozilla,True,COC101,The design of the lead capture form doesn’t feel premium enough for our brand.,4.0,42,3,Negative
536,IPC104041,PC104,Request change,0,Urgent,2021-02-11,2015-09-08,2021-02-14,E2,Desktop,Safari,True,COC101,"We'd like to change the animation on page scroll, after reevaluating user flows.",6.0,40,3,Neutral
537,IPC104042,PC104,Copy issues,0,Medium,2020-12-21,2015-09-08,2020-12-22,E1,Desktop,Mozilla,True,COC101,"Please revise the Services overview paragraph — let's remove the term 'innovative', it's overused.",3.0,42,3,Negative
538,IPC104043,PC104,Design issues,0,Medium,2020-04-03,2015-09-08,2020-04-06,E2,Tablet,Safari,True,COC101,The icons in the Features section [424] should be redesigned for better readability.,6.0,19,1,Neutral
539,IPC104044,PC104,Copy issues,0,Urgent,2020-11-29,2015-09-08,2020-12-02,E1,Desktop,Chrome,True,COC101,Please refocus the message in the homepage hero title — the current version feels too generic.,3.0,24,3,Negative
540,IPC104045,PC104,Design issues,0,Medium,2020-11-21,2015-09-08,2020-11-22,E2,Desktop,Mozilla,True,COC101,The visual hierarchy on homepage needs clearer visual structure.,5.0,22,3,Neutral
541,IPC104046,PC104,Copy issues,0,Medium,2020-11-18,2015-09-08,2020-11-20,E1,Mobile,Chrome,True,COC101,Please highlight user value in the blog post summaries — the tone should feel more confident and less promotional.,2.0,15,3,Positive
542,IPC104047,PC104,Design issues,0,Urgent,2020-04-20,2015-09-08,2020-04-22,E2,Desktop,Edge,True,COC101,The spacing around section titles lacks design harmony with the rest of the flow.,5.0,56,2,Negative
543,IPC104048,PC104,Copy issues,0,Medium,2020-04-05,2015-09-08,2020-04-07,E1,Desktop,Edge,True,COC101,Please enhance the engagement of the ‘Contact Us’ headline — align this with what we say in the sales deck.,5.0,30,1,Neutral
544,IPC104049,PC104,Copy issues,0,Medium,2020-08-16,2015-09-08,2020-08-19,E1,Tablet,Safari,True,COC101,Please emphasize benefits over features the ‘Contact Us’ headline — it should mention our core differentiator earlier.,1.0,26,2,Neutral
545,IPC10405,PC104,Design issues,0,Urgent,2020-04-04,2015-09-08,2020-04-07,E2,Desktop,Chrome,True,COC101,The icons in the Features section creates cognitive overload.,2.0,25,1,Negative
546,IPC104050,PC104,Request change,0,Medium,2020-12-20,2015-09-08,2020-12-21,E2,Desktop,Mozilla,True,COC101,"We'd like to change the label of the primary CTA, to make it more intuitive for new users.",9.0,39,3,Positive
547,IPC104051,PC104,New item,0,Medium,2020-07-22,2015-09-08,2020-07-25,E3,Desktop,Edge,True,COC101,"Please add a animated brand story carousel, in response to user research.",9.0,27,2,Neutral
548,IPC104052,PC104,Copy issues,0,Medium,2021-01-17,2015-09-08,2021-01-19,E1,Desktop,Safari,True,COC101,Please optimize for SEO the blog post summaries — consider phrasing that implies urgency.,4.0,31,3,Neutral
549,IPC104053,PC104,Design issues,0,Urgent,2021-02-10,2015-09-08,2021-02-11,E2,Desktop,Chrome,True,COC101,The color usage in the footer [720] introduces unnecessary complexity.,2.0,36,3,Negative
550,IPC104054,PC104,Design issues,0,Critical,2020-04-24,2015-09-08,2020-04-27,E2,Tablet,Safari,True,COC101,The logo size [93] lacks design harmony with the rest of the flow.,4.0,60,2,Negative
551,IPC104055,PC104,New item,0,Urgent,2020-06-17,2015-09-08,2020-06-20,E3,Desktop,Edge,True,COC101,"Please add a web accessibility toolbar, for better mobile-first experience.",9.0,57,2,Positive
552,IPC104056,PC104,Copy issues,0,Urgent,2020-05-26,2015-09-08,2020-05-27,E1,Desktop,Chrome,True,COC101,Please refocus the message in the blog post summaries — current phrasing doesn't perform well in tests.,5.0,38,2,Negative
553,IPC104057,PC104,Copy issues,0,Medium,2020-05-25,2015-09-08,2020-05-26,E1,Tablet,Chrome,True,COC101,Please enhance the engagement of the Testimonials section intro — align this with what we say in the sales deck.,4.0,33,2,Positive
554,IPC104058,PC104,Copy issues,0,Medium,2020-10-07,2015-09-08,2020-10-10,E1,Desktop,Safari,True,COC101,"Please enhance the engagement of the footer legal copy — let's remove the term 'innovative', it's overused.",4.0,36,3,Neutral
555,IPC104059,PC104,Request change,1,Medium,2020-09-03,2015-09-08,2020-09-04,E2,Tablet,Safari,True,COC101,"We'd like to change the hover color of service cards, as requested by new leadership.",7.0,38,3,Neutral
556,IPC10406,PC104,Request change,1,Urgent,2020-06-09,2015-09-08,2020-06-12,E2,Desktop,Chrome,True,COC101,"We'd like to change the title of the Careers section, based on the latest wireframes.",7.0,54,2,Neutral
557,IPC104060,PC104,Design issues,0,Urgent,2020-05-06,2015-09-08,2020-05-09,E2,Tablet,Edge,True,COC101,The contrast levels in the hero section should use more consistent iconography.,3.0,44,2,Neutral
558,IPC104061,PC104,Copy issues,0,Medium,2020-08-23,2015-09-08,2020-08-26,E1,Desktop,Safari,True,COC101,Please make shorter for mobile the feature highlights under 'Why Choose Us' — it currently duplicates info from another section.,4.0,21,3,Neutral
559,IPC104062,PC104,Request change,0,Medium,2020-05-23,2015-09-08,2020-05-25,E2,Desktop,Mozilla,True,COC101,"We'd like to change the positioning of the testimonial module, because our marketing direction has shifted slightly.",7.0,31,2,Neutral
560,IPC104063,PC104,Copy issues,0,Urgent,2020-06-29,2015-09-08,2020-07-02,E1,Tablet,Safari,True,COC101,Please enhance the engagement of the Careers page intro — aim for clarity over cleverness.,4.0,57,2,Positive
561,IPC104064,PC104,Copy issues,0,Urgent,2020-09-08,2015-09-08,2020-09-11,E1,Tablet,Mozilla,True,COC101,"Please update to reflect our new tone the Testimonials section intro — let's remove the term 'innovative', it's overused.",6.0,38,3,Neutral
562,IPC104065,PC104,Copy issues,1,Urgent,2020-06-18,2015-09-08,2020-06-19,E1,Mobile,Safari,True,COC101,Please remove buzzwords from the form confirmation message — it currently duplicates info from another section.,4.0,61,2,Negative
563,IPC104066,PC104,Copy issues,0,Urgent,2021-02-15,2015-09-08,2021-02-17,E1,Mobile,Safari,True,COC101,Please change wording in the value proposition in the banner — the current version feels too generic.,3.0,43,3,Negative
564,IPC104067,PC104,Request change,1,Urgent,2021-03-06,2015-09-08,2021-03-08,E2,Tablet,Mozilla,True,COC101,"We'd like to change the layout of the Services page, although we approved this layout before.",10.0,56,3,Neutral
565,IPC104068,PC104,Not addressing,1,Medium,2020-04-11,2015-09-08,2020-04-12,E4,Tablet,Safari,True,COC101,Let’s remove all animations from the site — we want it to be static. (ref 5192),0.0,41,2,Neutral
566,IPC104069,PC104,Request change,0,Medium,2020-09-01,2015-09-08,2020-09-03,E2,Desktop,Mozilla,True,COC101,"We'd like to change the form input label positioning, as requested by new leadership.",3.0,31,3,Neutral
567,IPC10407,PC104,Request change,0,Urgent,2020-04-08,2015-09-08,2020-04-09,E2,Mobile,Chrome,True,COC101,"We'd like to change the visual order of callouts, for alignment with latest design tokens.",5.0,35,1,Neutral
568,IPC104070,PC104,Design issues,0,Medium,2021-01-20,2015-09-08,2021-01-21,E2,Desktop,Safari,True,COC101,The icon usage in contact section [898] has poor contrast ratios.,0.0,19,3,Negative
569,IPC104071,PC104,Copy issues,0,Urgent,2021-02-10,2015-09-08,2021-02-13,E1,Tablet,Chrome,True,COC101,Please emphasize benefits over features the CTA button label — it should mention our core differentiator earlier.,3.0,36,3,Positive
570,IPC104072,PC104,Copy issues,0,Medium,2021-02-08,2015-09-08,2021-02-09,E1,Desktop,Safari,True,COC101,Please remove buzzwords from the value proposition in the banner — we want it to sound more personal and direct.,4.0,26,3,Neutral
571,IPC104073,PC104,Request change,0,Medium,2020-10-12,2015-09-08,2020-10-14,E2,Tablet,Safari,True,COC101,"We'd like to change the sequence of steps in the signup flow, as it no longer matches our tone.",11.0,41,3,Negative
572,IPC104074,PC104,Copy issues,0,Urgent,2020-04-20,2015-09-08,2020-04-21,E1,Desktop,Chrome,True,COC101,Please enhance the engagement of the tagline in the hero section — we're pivoting tone to be more conversational.,4.0,56,2,Positive
573,IPC104075,PC104,Copy issues,0,Medium,2020-04-01,2015-09-08,2020-04-04,E1,Desktop,Safari,True,COC101,Please revise the feature highlights under 'Why Choose Us' — we're pivoting tone to be more conversational.,3.0,13,1,Neutral
574,IPC104076,PC104,Design issues,0,Medium,2020-11-21,2015-09-08,2020-11-23,E2,Tablet,Chrome,True,COC101,The design of the lead capture form detracts from the core messaging.,5.0,22,3,Negative
575,IPC104077,PC104,New item,0,Medium,2020-10-08,2015-09-08,2020-10-11,E3,Desktop,Safari,True,COC101,"Please add a case study filter by sector, to support conversion goals.",1.0,40,3,Neutral
576,IPC104078,PC104,Design issues,0,Medium,2021-01-31,2015-09-08,2021-02-01,E2,Desktop,Safari,True,COC101,The treatment of brand imagery doesn't reflect our updated brand values.,4.0,17,3,Negative
577,IPC104079,PC104,Copy issues,0,Medium,2020-03-18,2015-09-08,2020-03-21,E1,Tablet,Mozilla,True,COC101,Please align better with our brand voice in the form confirmation message — align this with what we say in the sales deck.,4.0,8,1,Neutral
578,IPC10408,PC104,Request change,0,Urgent,2021-02-27,2015-09-08,2021-02-28,E2,Desktop,Mozilla,True,COC101,"We'd like to change the menu order on tablet, to reduce friction at key touchpoints.",5.0,50,3,Neutral
579,IPC104080,PC104,Design issues,0,Urgent,2020-04-18,2015-09-08,2020-04-19,E2,Desktop,Safari,True,COC101,The headline alignment [382] pushes the main CTA too far down the page.,6.0,43,2,Negative
580,IPC104081,PC104,Copy issues,0,Urgent,2021-03-07,2015-09-08,2021-03-10,E1,Desktop,Mozilla,True,COC101,Please revise the homepage hero title — it currently duplicates info from another section.,4.0,64,3,Negative
581,IPC104082,PC104,Design issues,0,Medium,2020-12-30,2015-09-08,2021-01-02,E2,Desktop,Safari,True,COC101,The typographic treatment of headers could benefit from a cleaner aesthetic.,3.0,25,3,Neutral
582,IPC104083,PC104,Design issues,0,Urgent,2021-02-05,2015-09-08,2021-02-08,E2,Desktop,Mozilla,True,COC101,The icons in the Features section [438] detracts from the core messaging.,5.0,22,3,Negative
583,IPC104084,PC104,Copy issues,0,Urgent,2020-06-12,2015-09-08,2020-06-13,E1,Desktop,Edge,True,COC101,Please refocus the message in the Careers page intro — it currently duplicates info from another section.,6.0,60,2,Negative
584,IPC104085,PC104,Design issues,0,Critical,2020-05-16,2015-09-08,2020-05-19,E2,Desktop,Edge,True,COC101,The imagery used in the mission statement makes the page feel too dense.,4.0,47,2,Negative
585,IPC104086,PC104,Not addressing,0,Medium,2020-08-17,2015-09-08,2020-08-20,E4,Desktop,Mozilla,True,COC101,Let’s add a music player that auto-plays when users land. (ref 7921),1.0,27,3,Neutral
586,IPC104087,PC104,Request change,0,Urgent,2020-09-17,2015-09-08,2020-09-19,E2,Desktop,Chrome,True,COC101,"We'd like to change the structure of the Resources section, in light of the new campaign assets.",7.0,53,3,Neutral
587,IPC104088,PC104,Copy issues,0,Urgent,2020-09-15,2015-09-08,2020-09-18,E1,Desktop,Chrome,True,COC101,Please update to reflect our new tone the Testimonials section intro — the tone should feel more confident and less promotional.,3.0,45,3,Positive
588,IPC104089,PC104,Copy issues,0,Urgent,2020-06-04,2015-09-08,2020-06-07,E1,Tablet,Chrome,True,COC101,Please remove buzzwords from the blog post summaries — SEO team suggested including 'digital strategy'.,4.0,50,2,Neutral
589,IPC10409,PC104,Design issues,0,Medium,2020-03-25,2015-09-08,2020-03-28,E2,Mobile,Chrome,True,COC101,The layout of the blog cards looks outdated compared to competitors.,2.0,10,1,Negative
590,IPC104090,PC104,Design issues,0,Urgent,2021-02-11,2015-09-08,2021-02-13,E2,Desktop,Mozilla,True,COC101,The padding on Services section fails to build enough trust.,4.0,40,3,Negative
591,IPC104091,PC104,Copy issues,1,Urgent,2020-08-15,2015-09-08,2020-08-18,E1,Desktop,Chrome,True,COC101,Please make more actionable the tagline in the hero section — align this with what we say in the sales deck.,3.0,25,2,Neutral
592,IPC104092,PC104,Copy issues,0,Urgent,2021-02-26,2015-09-08,2021-03-01,E1,Tablet,Mozilla,True,COC101,Please simplify the tagline in the hero section — use simpler language for broader understanding.,4.0,45,3,Neutral
593,IPC104093,PC104,Design issues,0,Urgent,2020-04-04,2015-09-08,2020-04-07,E2,Desktop,Chrome,True,COC101,The logo size should use more consistent iconography.,4.0,25,1,Neutral
594,IPC104094,PC104,Request change,0,Urgent,2020-05-15,2015-09-08,2020-05-16,E2,Desktop,Chrome,True,COC101,"We'd like to change the order of the sections on the homepage, since stakeholders changed their mind after review.",10.0,43,2,Neutral
595,IPC104095,PC104,Request change,0,Medium,2020-08-07,2015-09-08,2020-08-09,E2,Tablet,Chrome,True,COC101,"We'd like to change the imagery used in the About Us section, to reduce friction at key touchpoints.",6.0,19,2,Neutral
596,IPC104096,PC104,Design issues,1,Medium,2020-03-13,2015-09-08,2020-03-15,E2,Mobile,Mozilla,True,COC101,The image usage on About page feels disconnected from the rest of the site.,3.0,3,0,Negative
597,IPC104097,PC104,Copy issues,0,Medium,2020-08-11,2015-09-08,2020-08-12,E1,Desktop,Chrome,True,COC101,Please change wording in the About section intro — it currently duplicates info from another section.,3.0,22,2,Negative
598,IPC104098,PC104,Request change,0,Urgent,2020-06-23,2015-09-08,2020-06-25,E2,Desktop,Chrome,True,COC101,"We'd like to change the order of the sections on the homepage, because the flow now feels disjointed.",7.0,61,2,Neutral
599,IPC104099,PC104,Design issues,0,Urgent,2021-03-07,2015-09-08,2021-03-09,E2,Desktop,Mozilla,True,COC101,The tooltip styling should be redesigned for better readability.,4.0,64,3,Neutral
600,IPC10501,PC105,New item,0,Urgent,2023-04-16,2015-09-08,2023-04-19,E3,Desktop,Safari,True,COC101,"Please add a product selector quiz, for better mobile-first experience.",13.0,55,1,Positive
601,IPC105010,PC105,Request change,0,Urgent,2023-03-22,2015-09-08,2023-03-25,E2,Desktop,Chrome,True,COC101,"We'd like to change the animation on page scroll, in light of the new campaign assets.",6.0,31,1,Neutral
602,IPC1050100,PC105,Copy issues,1,Medium,2023-01-12,2015-09-08,2023-01-14,E1,Desktop,Safari,True,COC101,Please replace jargon in the tagline in the hero section — it should mention our core differentiator earlier.,4.0,40,1,Neutral
603,IPC105011,PC105,Copy issues,0,Urgent,2022-12-22,2015-09-08,2022-12-24,E1,Desktop,Mozilla,True,COC101,"Please refocus the message in the Careers page intro — let's remove the term 'innovative', it's overused.",5.0,41,0,Negative
604,IPC105012,PC105,Copy issues,1,Medium,2022-08-15,2015-09-08,2022-08-18,E1,Tablet,Mozilla,True,COC101,Please refocus the message in the CTA button label — consider phrasing that implies urgency.,4.0,22,0,Neutral
605,IPC105013,PC105,Copy issues,1,Medium,2022-08-28,2015-09-08,2022-08-29,E1,Desktop,Chrome,True,COC101,Please replace jargon in the SEO meta description — use simpler language for broader understanding.,5.0,24,0,Neutral
606,IPC105014,PC105,Copy issues,0,Urgent,2022-10-09,2015-09-08,2022-10-12,E1,Desktop,Mozilla,True,COC101,"Please emphasize benefits over features the tagline in the hero section — let's remove the term 'innovative', it's overused.",3.0,39,0,Neutral
607,IPC105015,PC105,Copy issues,0,Medium,2022-09-08,2015-09-08,2022-09-09,E1,Tablet,Safari,True,COC101,Please remove buzzwords from the homepage hero title — mobile users are dropping off early on this section.,2.0,26,0,Negative
608,IPC105016,PC105,Bug fix,0,Urgent,2022-07-08,2015-09-08,2022-07-10,E3,Desktop,Safari,True,COC101,The breadcrumbs on product pages generates console errors in Chrome DevTools.,2.0,20,0,Negative
609,IPC105017,PC105,Copy issues,0,Urgent,2023-01-26,2015-09-08,2023-01-27,E1,Desktop,Chrome,True,COC101,Please make shorter for mobile the tagline in the hero section — use simpler language for broader understanding.,5.0,65,1,Neutral
610,IPC105018,PC105,Request change,0,Urgent,2023-03-28,2015-09-08,2023-03-31,E2,Desktop,Chrome,True,COC101,"We'd like to change the download link style in resource hub, to unify experience with the mobile app.",9.0,43,1,Positive
611,IPC105019,PC105,Not addressing,0,Medium,2023-01-12,2015-09-08,2023-01-15,E4,Mobile,Edge,True,COC101,Please implement user-generated content with full moderation tools. (ref 4373),0.0,40,1,Neutral
612,IPC10502,PC105,Design issues,1,Medium,2022-12-09,2015-09-08,2022-12-10,E2,Desktop,Safari,True,COC101,The dropdown appearance undermines trust due to visual inconsistency.,4.0,24,0,Negative
613,IPC105020,PC105,Copy issues,0,Medium,2022-07-09,2015-09-08,2022-07-10,E1,Desktop,Safari,True,COC101,Please enhance the engagement of the value proposition in the banner — current phrasing doesn't perform well in tests.,2.0,22,0,Negative
614,IPC105021,PC105,Design issues,0,Medium,2023-04-02,2015-09-08,2023-04-04,E2,Mobile,Edge,True,COC101,The design of the call-to-action strip [512] needs more breathing room.,8.0,40,1,Neutral
615,IPC105022,PC105,Design issues,0,Urgent,2022-10-15,2015-09-08,2022-10-16,E2,Desktop,Chrome,True,COC101,The design of the lead capture form should be redesigned for better readability.,4.0,49,0,Neutral
616,IPC105023,PC105,Copy issues,0,Medium,2022-07-08,2015-09-08,2022-07-11,E1,Desktop,Chrome,True,COC101,Please remove buzzwords from the main navigation labels — use simpler language for broader understanding.,4.0,20,0,Neutral
617,IPC105024,PC105,Copy issues,0,Medium,2022-07-05,2015-09-08,2022-07-08,E1,Tablet,Mozilla,True,COC101,Please replace jargon in the newsletter signup copy — aim for clarity over cleverness.,4.0,11,0,Neutral
618,IPC105025,PC105,Request change,0,Critical,2023-01-28,2015-09-08,2023-01-31,E2,Desktop,Chrome,True,COC101,"We'd like to change the animation speed on scroll, to improve consistency with email templates.",8.0,76,1,Neutral
619,IPC105026,PC105,Design issues,0,Urgent,2022-12-18,2015-09-08,2022-12-21,E2,Desktop,Safari,True,COC101,The design of the lead capture form creates confusion for users.,4.0,37,0,Negative
620,IPC105027,PC105,Copy issues,0,Medium,2022-12-28,2015-09-08,2022-12-30,E1,Mobile,Edge,True,COC101,Please revise the About section intro — current phrasing doesn't perform well in tests.,3.0,38,0,Negative
621,IPC105028,PC105,Design issues,0,Critical,2023-06-08,2015-09-08,2023-06-11,E2,Desktop,Chrome,True,COC101,The layout of the blog cards needs clearer visual structure.,4.0,29,4,Neutral
622,IPC105029,PC105,Design issues,0,Medium,2023-05-13,2015-09-08,2023-05-15,E2,Desktop,Safari,True,COC101,The color palette [2] has poor contrast ratios.,7.0,31,2,Negative
623,IPC10503,PC105,Design issues,0,Critical,2022-10-04,2015-09-08,2022-10-07,E2,Desktop,Chrome,True,COC101,The icons in the Features section [432] introduces unnecessary complexity.,6.0,43,0,Negative
624,IPC105030,PC105,Design issues,0,Urgent,2023-01-08,2015-09-08,2023-01-11,E2,Tablet,Safari,True,COC101,The presentation of numbers/statistics [812] lacks visual appeal.,7.0,48,0,Negative
625,IPC105031,PC105,Copy issues,0,Urgent,2022-08-16,2015-09-08,2022-08-19,E1,Desktop,Chrome,True,COC101,Please revise the newsletter signup copy — mobile users are dropping off early on this section.,3.0,26,0,Negative
626,IPC105032,PC105,Copy issues,0,Medium,2022-07-08,2015-09-08,2022-07-10,E1,Mobile,Mozilla,True,COC101,Please rewrite for clarity the ‘Contact Us’ headline — SEO team suggested including 'digital strategy'.,3.0,20,0,Neutral
627,IPC105033,PC105,Request change,0,Urgent,2022-12-30,2015-09-08,2023-01-02,E2,Desktop,Edge,True,COC101,"We'd like to change the font used in the main navigation, to improve consistency with email templates.",7.0,49,0,Neutral
628,IPC105034,PC105,Copy issues,0,Urgent,2022-07-17,2015-09-08,2022-07-18,E1,Desktop,Edge,True,COC101,Please highlight user value in the Testimonials section intro — align this with what we say in the sales deck.,4.0,49,0,Neutral
